LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL
15835002212009042013352605000900,,Rossmere Hotel,Balmoral Road,TS25 3AX,900025300000,91,D,Restaurant/public house,2009-04-20,E06000001,E14000733,Hartlepool (B),2009-04-20,,39,66,3,Natural Gas,,,,384,,,,,,,,,Heating and Natural Ventilation,"Rossmere Hotel, Balmoral Road",Hartlepool,Hartlepool
140945348032018122310122396900996,,"42-44, Station Lane",,TS25 1BG,466699750000,123,E,C2 Residential Institutions - Hospitals and Care Homes,2018-12-21,E06000001,E14000733,,2018-12-23,Mandatory issue (Marketed sale).,42,124,3,Grid Supplied Electricity,,,,1192,132.6,111.98,328.16,325.95,No,,,4,Heating and Natural Ventilation,"42-44, Station Lane",Hartlepool,Hartlepool
140977630902019010718271054909920,,Origma Global Services Ltd,33 Church Street,TS24 7DG,194183950000,77,D,B1 Offices and Workshop businesses,2018-12-14,E06000001,E14000733,,2019-01-07,Mandatory issue (Marketed sale).,28,81,3,Natural Gas,,,,248,37.47,20.64,60.47,57.35,No,,,4,Heating and Natural Ventilation,"Origma Global Services Ltd, 33 Church Street",Hartlepool,Hartlepool
141072280962019010717000245920090,,78 York Road,,TS26 8AA,943585540000,124,E,D2 General Assembly and Leisure plus Night Clubs and Theatres,2018-12-10,E06000001,E14000733,,2019-01-07,Mandatory issue (Marketed sale).,35,102,3,Natural Gas,,,,1605,63.53,44.41,130.14,156.94,Yes,,1,5,Heating and Natural Ventilation,78 York Road,Hartlepool,Hartlepool
147917980062019081511134391980731,OPPOSITE NO 12,1 Whitburn Workshops,Whitburn Street,TS24 7QR,390387100001,89,D,B1 Offices and Workshop businesses,2019-08-13,E06000001,E14000733,,2019-08-15,Mandatory issue (Property to let).,37,108,3,Other,,,,219,9.53,7.04,20.62,17.04,No,,,4,Unconditioned,"OPPOSITE NO 12, 1 Whitburn Workshops, Whitburn Street",Hartlepool,Hartlepool
15240381132009041920222219000600,GROUND FLOOR,Flemings,29 Northgate,TS24 0JT,802965410001,185,G,Primary health care buildings,2009-04-09,E06000001,E14000733,Hartlepool (B),2009-04-19,,41,70,3,Grid Supplied Electricity,,,,48,,,,,,,,,Heating and Natural Ventilation,"GROUND FLOOR, Flemings, 29 Northgate",Hartlepool,Hartlepool
34683140042010042915541454200270,,"12, Tower Street",,TS24 7HD,500054250000,142,F,Retail,2010-03-24,E06000001,E14000733,Hartlepool (B),2010-04-29,Mandatory issue (Property to let).,44,58,3,Grid Supplied Electricity,,,,84,112.57,99.12,131.69,320.68,No,,,4,Heating and Natural Ventilation,"12, Tower Street",Hartlepool,Hartlepool
35732440062013073114184267090310,,Centre Manager,26 Middleton Grange Shopping Centre,TS24 7RZ,166349790000,100,D,B1 Offices and Workshop businesses,2013-01-07,E06000001,E14000733,Hartlepool (B),2013-07-31,Mandatory issue (Non-marketed sale).,32,85,3,Natural Gas,,,,193,27.14,17.37,46.31,54.3,No,,,4,Air Conditioning,"Centre Manager, 26 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
36663550642010061413200249600960,,Melbourne Hotel,16 Stockton Road,TS25 1RL,466865640000,78,D,Hotel,2010-06-11,E06000001,E14000733,Hartlepool (B),2010-06-14,Mandatory issue (Marketed sale).,41,69,3,Natural Gas,,,,371,71.38,58.87,98.19,111.54,No,,,4,Heating and Natural Ventilation,"Melbourne Hotel, 16 Stockton Road",Hartlepool,Hartlepool
36825120302010070211590113000250,,2G Ullswater Road,Longhill Industrial Estate,TS25 1UE,234782010000,48,B,Workshops/maintenance depot,2010-05-27,E06000001,E14000733,,2010-07-02,Mandatory issue (Property to let).,31,62,3,Natural Gas,,,,66,52.04,31.94,65.02,49.98,No,,,4,Heating and Natural Ventilation,"2G Ullswater Road, Longhill Industrial Estate",Hartlepool,Hartlepool
36852390062010070216072831250350,,5B Ullswater Road,Longhill Industrial Estate,TS25 1UE,531496140000,50,B,Workshops/maintenance depot,2010-05-27,E06000001,E14000733,Hartlepool (B),2010-07-02,Mandatory issue (Property to let).,31,64,3,Natural Gas,,,,226,52.07,32.11,66.42,51.71,No,,,4,Heating and Natural Ventilation,"5B Ullswater Road, Longhill Industrial Estate",Hartlepool,Hartlepool
21052082252009072810333700000882,,"48b, Elizabeth Way",,TS25 2AX,826320880000,54,C,Hospital,2009-07-28,E06000001,E14000733,Hartlepool (B),2009-07-28,,70,136,4,Grid Supplied Electricity,,,,78,,,,,No,,,4,Air Conditioning,"48b, Elizabeth Way",Hartlepool,Hartlepool
30947108912010021517431503009488,,Finlaysons Family Bakers,64 Elizabeth Way,TS25 2AX,487983880000,76,D,Primary health care buildings,2010-02-10,E06000001,E14000733,Hartlepool (B),2010-02-15,,34,64,3,Natural Gas,,,,69,,,,,No,,,4,Heating and Mechanical Ventilation,"Finlaysons Family Bakers, 64 Elizabeth Way",Hartlepool,Hartlepool
39112536252010080412022906009849,,"33, Chatham Road",,TS24 8QG,896166140000,76,D,Retail,2010-07-27,E06000001,E14000733,Hartlepool (B),2010-08-04,Mandatory issue (Property to let).,51,59,3,Other,,,,77,31.12,31.8,36.66,47.2,No,,,4,Unconditioned,"33, Chatham Road",Hartlepool,Hartlepool
3915910022009022316213628920080,,The Smiths Arms,29 High Street,TS25 2EN,827218800000,53,C,Restaurant/public house,2009-02-10,E06000001,E14000733,Hartlepool (B),2009-02-23,,40,66,3,Natural Gas,,,,459,,,,,,,,,Heating and Natural Ventilation,"The Smiths Arms, 29 High Street",Hartlepool,Hartlepool
27721310342011062810273685900960,,Changes,100 York Road,TS26 9DQ,533651980000,79,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2011-06-15,E06000001,E14000733,Hartlepool (B),2011-06-28,Mandatory issue (Marketed sale).,32,87,3,Natural Gas,,,,265,113.92,73.97,197.25,179.33,No,,,4,Heating and Natural Ventilation,"Changes, 100 York Road",Hartlepool,Hartlepool
28111141032009121409121641900406,,Post Office,"West View Post Office, 21 Brus Corner",TS24 9LA,461147210000,71,C,Retail,2009-12-04,E06000001,E14000733,Hartlepool (B),2009-12-14,,63,110,3,Grid Supplied Electricity,,,,49,,,,,No,,,4,Air Conditioning,"Post Office, West View Post Office, 21 Brus Corner",Hartlepool,Hartlepool
28888762032012121616555090900598,,Mariners,39 Middleton Grange Shopping Centre,TS24 7RX,680053710000,55,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-12-11,E06000001,E14000733,Hartlepool (B),2012-12-16,Mandatory issue (Marketed sale).,32,84,3,Grid Supplied Electricity,,,,192,124.18,78.68,209.82,136.04,Yes,,1,5,Air Conditioning,"Mariners, 39 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
29997200202010012614382566600290,,"139, Middleton Grange Shopping Centre",,TS24 7RD,820930660000,161,G,Retail,2010-01-26,E06000001,E14000733,Hartlepool (B),2010-01-26,,57,88,3,Grid Supplied Electricity,,,,348,,,,,Yes,25,,5,Air Conditioning,"139, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
18645330022009061716061462960030,,Middle Warren Local Centre,Mulberry Rise,TS26 0BF,364339290000,45,B,Retail,2009-06-10,E06000001,E14000733,Hartlepool (B),2009-06-17,,57,88,4,Grid Supplied Electricity,,,,929,,,,,Yes,,3,5,Air Conditioning,"Middle Warren Local Centre, Mulberry Rise",Hartlepool,Hartlepool
26017371252016021011171300909724,,West Park Primary School,Coniscliffe Road,TS26 0BU,743410320000,50,B,D1 Non-residential Institutions - Education,2015-12-23,E06000001,E14000733,Hartlepool (B),2016-02-10,Mandatory issue (Marketed sale).,30,88,3,Natural Gas,,,,1802,26.51,15.86,46.48,26.61,No,,,4,Heating and Natural Ventilation,"West Park Primary School, Coniscliffe Road",Hartlepool,Hartlepool
6745358032008121909343569900509,,Gillens Fish Shop,Clavering Road,TS27 3QY,597959670000,81,D,Retail,2008-12-16,E06000001,E14000733,Hartlepool (B),2008-12-19,,44,59,3,Grid Supplied Electricity,,,,53,,,,,,,,,Heating and Natural Ventilation,"Gillens Fish Shop, Clavering Road",Hartlepool,Hartlepool
6808360962009010516353036920380,,Unit B,Stranton Burn Road,TS25 1PL,833666640000,72,C,Retail,2008-12-17,E06000001,E14000733,,2009-01-05,,33,48,3,Natural Gas,,,,734,,,,,,,,,Heating and Natural Ventilation,"Unit B, Stranton Burn Road",Hartlepool,Hartlepool
68203990022019060713043958060670,,Unit 8-11,Stadium North,TS25 2DH,754696890000,59,C,B8 Storage or Distribution,2019-06-06,E06000001,E14000733,,2019-06-07,Mandatory issue (Property to let).,28,83,3,Natural Gas,,,,9159,30.47,17.18,50.36,35.96,No,,,4,Heating and Natural Ventilation,"Unit 8-11, Stadium North",Hartlepool,Hartlepool
72025910802019060314441838500250,,Kidi Kit,111 Raby Road,TS24 8DT,382511530000,66,C,A1/A2 Retail and Financial/Professional services,2019-05-28,E06000001,E14000733,,2019-06-03,Mandatory issue (Property to let).,25,74,3,Natural Gas,,,,49,80.76,40.88,119.8,106.11,No,,,4,Heating and Natural Ventilation,"Kidi Kit, 111 Raby Road",Hartlepool,Hartlepool
72893300942012111510055919709990,,Marina House,Harbour Walk,TS24 0UX,397740710000,80,D,B1 Offices and Workshop businesses,2012-11-11,E06000001,E14000733,,2012-11-15,Mandatory issue (Property to let).,31,83,3,Grid Supplied Electricity,,,,2276,28.94,18.12,48.33,46.13,Yes,,2,5,Air Conditioning,"Marina House, Harbour Walk",Hartlepool,Hartlepool
73141472132012111612125147900594,MARINE WAY,K F C,The Lanyard,TS24 0XS,741757030001,80,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-11-14,E06000001,E14000733,,2012-11-16,Mandatory issue (Non-marketed sale).,36,95,3,Natural Gas,,,,282,108.32,77.09,205.58,172.53,Yes,,1,5,Air Conditioning,"MARINE WAY, K F C, The Lanyard",Hartlepool,Hartlepool
73180810402012111910240200610210,WORKSHOP 3,Phillips House,Sandgate Industrial Estate,TS25 1UB,147931600001,140,F,B1 Offices and Workshop businesses,2012-09-20,E06000001,E14000733,,2012-11-19,Mandatory issue (Property to let).,36,95,3,Grid Supplied Electricity,,,,128,24.92,17.71,47.22,69.7,No,,,4,Heating and Natural Ventilation,"WORKSHOP 3, Phillips House, Sandgate Industrial Estate",Hartlepool,Hartlepool
63385170022012042512540466040280,,49a Elwick Road,,TS26 9AE,864075690000,147,F,A1/A2 Retail and Financial/Professional services,2012-04-02,E06000001,E14000733,,2012-04-25,Mandatory issue (Marketed sale).,36,95,3,Grid Supplied Electricity,,,,41,103.83,73.86,196.95,304.45,No,,,4,Heating and Natural Ventilation,49a Elwick Road,Hartlepool,Hartlepool
63772490052012052816455400009948,,35 The Front,,TS25 1BS,987300240000,114,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-05-01,E06000001,E14000733,,2012-05-28,Mandatory issue (Marketed sale).,36,96,3,Natural Gas,,,,295,95.77,68.69,183.17,217.88,No,,,4,Heating and Natural Ventilation,35 The Front,Hartlepool,Hartlepool
64120633012013072412324909009931,,Thomson Travel,193 Middleton Grange Shopping Centre,TS24 7RR,911039730000,71,C,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,30,79,3,Grid Supplied Electricity,,,,214,45.61,26.96,71.9,64.87,No,,,4,Air Conditioning,"Thomson Travel, 193 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
64760112032012051511174647000790,,Central Building,Church Street,TS24 7EB,102776740000,75,C,A1/A2 Retail and Financial/Professional services,2012-05-14,E06000001,E14000733,,2012-05-15,Mandatory issue (Property to let).,29,78,3,Grid Supplied Electricity,,,,52,75.81,44.42,118.44,113.68,No,,,4,Heating and Natural Ventilation,"Central Building, Church Street",Hartlepool,Hartlepool
65589289952012052912283206009790,,78 York Road,,TS26 8AB,701796090000,102,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-05-18,E06000001,E14000733,,2012-05-29,Mandatory issue (Marketed sale).,34,91,3,Natural Gas,,,,320,104.13,70.75,188.66,212.63,Yes,,1,4,Air Conditioning,78 York Road,Hartlepool,Hartlepool
69698490242012082912362039200280,,"23, Church Square",,TS24 7EU,125149230000,153,G,A1/A2 Retail and Financial/Professional services,2012-08-21,E06000001,E14000733,,2012-08-29,Mandatory issue (Property to let).,37,98,3,Grid Supplied Electricity,,,,124,44.99,32.95,87.86,137.59,No,,,4,Heating and Natural Ventilation,"23, Church Square",Hartlepool,Hartlepool
71504780962012100910550851000460,,Whitegates,Mainsforth Terrace,TS25 1TZ,651487130000,100,D,B1 Offices and Workshop businesses,2012-10-04,E06000001,E14000733,,2012-10-09,Mandatory issue (Marketed sale).,43,114,3,Natural Gas,,,,1163,11.24,9.64,25.71,22.39,No,,,4,Heating and Natural Ventilation,"Whitegates, Mainsforth Terrace",Hartlepool,Hartlepool
71539480052012101009570906909354,,Trio Hair Fashions,131 Stockton Road,TS25 1SL,343706250000,106,E,A1/A2 Retail and Financial/Professional services,2012-10-08,E06000001,E14000733,,2012-10-10,Mandatory issue (Marketed sale).,26,69,3,Natural Gas,,,,64,71.9,37.33,99.55,152.45,No,,,4,Heating and Natural Ventilation,"Trio Hair Fashions, 131 Stockton Road",Hartlepool,Hartlepool
71556180902013061520542260700960,,Eleven O Clock Shop,125 Stockton Road,TS25 1SL,593488760000,70,C,A1/A2 Retail and Financial/Professional services,2013-06-10,E06000001,E14000733,,2013-06-15,Mandatory issue (Marketed sale).,30,80,3,Grid Supplied Electricity,,,,129,43.49,26.14,69.7,60.55,Yes,3,,4,Air Conditioning,"Eleven O Clock Shop, 125 Stockton Road",Hartlepool,Hartlepool
66683772032012062313435497000096,,Supercuts,110 Middleton Grange Shopping Centre,TS24 7RJ,760704920000,58,C,A1/A2 Retail and Financial/Professional services,2012-06-21,E06000001,E14000733,,2012-06-23,Mandatory issue (Property to let).,27,71,3,Grid Supplied Electricity,,,,127,60.97,32.51,86.7,70.75,No,,,4,Heating and Natural Ventilation,"Supercuts, 110 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
67052110642012062907500786710290,BUILDING ONE,The Potting Shed,"Home Farm, Front Street",TS27 3AW,861251780001,65,C,D1 Non-residential Institutions - Community/Day Centre,2009-01-26,E06000001,E14000733,,2012-06-29,Mandatory issue (Property to let).,36,96,3,Natural Gas,,,,117,33.93,24.31,64.83,44.33,No,,,4,Heating and Natural Ventilation,"BUILDING ONE, The Potting Shed, Home Farm, Front Street",Hartlepool,Hartlepool
67091145952018010315264505909651,,123-124 Middleton Grange Shopping Centre,,TS24 7RQ,617555950000,88,D,A1/A2 Retail and Financial/Professional services,2017-12-14,E06000001,E14000733,,2018-01-03,Mandatory issue (Property to let).,34,100,4,Natural Gas,,,,384,49.8,33.82,99.11,87.61,No,,,4,Heating and Natural Ventilation,123-124 Middleton Grange Shopping Centre,Hartlepool,Hartlepool
67107336212012062910085500009867,,The Mowbray,Mowbray Road,TS25 2ND,876460460000,77,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-04-27,E06000001,E14000733,,2012-06-29,Mandatory issue (Marketed sale).,31,83,3,Natural Gas,,,,611,82.85,51.77,138.04,127.58,No,,,4,Heating and Natural Ventilation,"The Mowbray, Mowbray Road",Hartlepool,Hartlepool
67168557952012070211575707009560,,129 Elwick Road,,TS26 9BQ,509577960000,89,D,A1/A2 Retail and Financial/Professional services,2012-06-15,E06000001,E14000733,,2012-07-02,Mandatory issue (Marketed sale).,36,96,3,Natural Gas,,,,74,45.19,32.68,87.15,80.24,Yes,,1,4,Air Conditioning,129 Elwick Road,Hartlepool,Hartlepool
67177333212012070213233501009665,,The Pink Domino,Catcote Road,TS25 4RB,654831160000,66,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-04-27,E06000001,E14000733,,2012-07-02,Mandatory issue (Marketed sale).,31,82,3,Natural Gas,,,,426,85.86,53.02,141.4,113.38,No,,,4,Heating and Natural Ventilation,"The Pink Domino, Catcote Road",Hartlepool,Hartlepool
66224562052012061512312600009231,,Units 35-38a,Middleton Grange Shopping Centre,TS24 7RY,218620630000,57,C,A1/A2 Retail and Financial/Professional services,2012-06-06,E06000001,E14000733,,2012-06-15,Mandatory issue (Property to let).,29,77,3,Other,,,,1116,54.1,31.34,83.58,61.15,No,,,4,Unconditioned,"Units 35-38a, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
4280290942008112613401937009200,,Office Building,"Uk Steel Enterprise, The Innovation Centre",TS25 5TG,896829030000,56,C,Office,2008-10-23,E06000001,E14000733,,2008-11-26,,45,94,4,Natural Gas,,,,1917,,,,,,,,,Heating and Natural Ventilation,"Office Building, Uk Steel Enterprise, The Innovation Centre",Hartlepool,Hartlepool
53525002912011081210545900009507,,1 Andrew Street,,TS24 7LB,573820100000,58,C,A1/A2 Retail and Financial/Professional services,2011-08-10,E06000001,E14000733,,2011-08-12,Mandatory issue (Marketed sale).,25,66,3,Natural Gas,,,,395,66.62,32.78,87.41,77.1,No,,,4,Heating and Natural Ventilation,1 Andrew Street,Hartlepool,Hartlepool
53946690742011082614593837800280,,"50, Middleton Grange Shopping Centre",,TS24 7RX,676049830000,134,F,A1/A2 Retail and Financial/Professional services,2011-08-23,E06000001,E14000733,,2011-08-26,Mandatory issue (Property to let).,29,77,3,Grid Supplied Electricity,,,,187,78.05,45.24,120.64,209.53,No,,,4,Heating and Natural Ventilation,"50, Middleton Grange Shopping Centre",Hartlepool,Hartlepool
54349080022011091115112379010370,,Unit 5,Belle Vue Centre,TS25 1QW,770888970000,48,B,A1/A2 Retail and Financial/Professional services,2011-09-07,E06000001,E14000733,,2011-09-11,Mandatory issue (Property to let).,28,74,3,Grid Supplied Electricity,,,,95,79.33,44.31,118.15,76.95,No,,,4,Heating and Natural Ventilation,"Unit 5, Belle Vue Centre",Hartlepool,Hartlepool
60797552012012031921533909009719,,"88, York Road",,TS26 8AB,797929810000,160,G,B1 Offices and Workshop businesses,2012-03-05,E06000001,E14000733,,2012-03-19,Mandatory issue (Marketed sale).,42,111,3,Grid Supplied Electricity,,,,214,42.67,35.55,94.8,136.92,No,,,4,Heating and Natural Ventilation,"88, York Road",Hartlepool,Hartlepool
61177810022012031608142574970520,,Gillens,225 York Road,TS26 9AD,274614490000,73,C,A1/A2 Retail and Financial/Professional services,2012-03-15,E06000001,E14000733,,2012-03-16,Mandatory issue (Non-marketed sale).,26,70,3,Grid Supplied Electricity,,,,89,74.94,39.56,105.5,108.73,No,,,4,Heating and Mechanical Ventilation,"Gillens, 225 York Road",Hartlepool,Hartlepool
6132970202009042912293217300920,,Unit 28,Oakesway Industrial Estate,TS24 0RE,726717310000,80,D,Warehouse and storage,2009-02-13,E06000001,E14000733,,2009-04-29,,42,85,4,Natural Gas,,,,2262,,,,,,,,,Heating and Natural Ventilation,"Unit 28, Oakesway Industrial Estate",Hartlepool,Hartlepool
54554540042011091614065223410980,BRIAR COURT,"59, Hutton Avenue",,TS26 9PW,200584420001,69,C,C2 Residential Institutions - Hospitals and Care Homes,2011-08-17,E06000001,E14000733,,2011-09-16,Mandatory issue (Property to let).,33,89,3,Natural Gas,,,,484,60.34,40.32,107.52,83.24,Yes,,1,4,Heating and Natural Ventilation,"BRIAR COURT, 59, Hutton Avenue",Hartlepool,Hartlepool
54765720102011092607314692900210,,Unit 2,Queens Meadow Business Park,TS25 5TE,911762990000,64,C,B2 to B7 General Industrial and Special Industrial Groups,2011-09-22,E06000001,E14000733,,2011-09-26,Mandatory issue (Marketed sale).,29,77,3,Natural Gas,,,,1720,40.44,23.28,62.08,51.6,No,,,4,Heating and Natural Ventilation,"Unit 2, Queens Meadow Business Park",Hartlepool,Hartlepool
54843620702013072412195003800090,,H Samuel Ltd,178 Middleton Grange Shopping Centre,TS24 7RR,574512800000,66,C,A1/A2 Retail and Financial/Professional services,2013-01-07,E06000001,E14000733,,2013-07-24,Mandatory issue (Non-marketed sale).,32,85,3,Grid Supplied Electricity,,,,216,55.14,35.1,93.6,72.37,No,,,4,Air Conditioning,"H Samuel Ltd, 178 Middleton Grange Shopping Centre",Hartlepool,Hartlepool
